employee_number,age,tenure,turnover,hourly_rate,hours_weekly,compensation_type,annual_salary,driving_commuter_distance,job_role_area,gender,marital_status,num_companies_previously_worked,annual_professonal_dev_hrs,pay_check_method,text_message_optin,commute_distance_category
2733,45,15,No,70.31,40,Salary,146244.8,29.0,Human Resources,Female,Divorced,6,25.0,Mailed Check,Yes,"(-0.85, 95.09]"
2734,50,12,Yes,33.66,40,Salary,70012.8,56.0,Laboratory,Male,Married,8,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
2735,58,19,No,76.74,40,Salary,159633.2,0.1,Human Resources,Male,Single,6,6.0,Mailed Check,No,"(-0.85, 95.09]"
2736,45,9,No,91.81,40,Salary,330964.8,93.0,Research,Male,Married,2,17.0,Mailed Check,Yes,"(-0.85, 95.09]"
2737,51,9,No,94.44,40,Salary,336435.2,8.0,Research,Female,Married,4,24.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2738,42,9,Yes,34.7,40,Salary,72176.0,60.0,Healthcare,Female,Married,7,9.0,Mailed Check,Yes,"(-0.85, 95.09]"
2739,52,8,No,63.0,40,Salary,131040.0,54.0,Manufacturing,Female,Divorced,1,9.0,Mailed Check,Yes,"(-0.85, 95.09]"
2740,44,9,Yes,42.16,40,Salary,87692.8,29.0,Information Technology,Female,Divorced,6,5.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2741,47,13,Yes,82.79,40,Salary,172203.2,53.0,Healthcare,Female,Single,6,14.0,Mailed Check,Yes,"(-0.85, 95.09]"
2742,40,3,No,27.01,40,Salary,56280.8,1.0,Healthcare,Male,Single,9,23.0,Mailed Check,Yes,"(-0.85, 95.09]"
2743,48,14,Yes,83.08,40,Salary,172806.4,44.0,Sales,Female,Single,4,15.0,Mailed Check,No,"(-0.85, 95.09]"
2744,32,2,Yes,30.5,40,Salary,63440.0,0.1,Sales,Female,Divorced,1,13.0,Mailed Check,Yes,"(-0.85, 95.09]"
2745,45,11,Yes,64.17,40,Salary,133473.6,6.0,Laboratory,Male,Single,7,22.0,Mailed Check,No,"(-0.85, 95.09]"
2746,57,12,No,86.1,40,Salary,179088.0,46.0,Sales,Male,Married,8,23.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2747,60,13,No,93.57,40,Salary,334625.6,2.0,Research,Female,Married,1,21.0,Mailed Check,Yes,"(-0.85, 95.09]"
2748,52,8,No,32.63,40,Salary,67870.4,88.0,Marketing,Male,Single,4,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
2749,43,9,No,79.42,40,Salary,165333.6,54.0,Manufacturing,Female,Divorced,9,24.0,Mailed Check,Yes,"(-0.85, 95.09]"
2750,40,9,No,30.38,40,Salary,63330.4,4.0,Research,Male,Single,8,22.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2751,43,10,Yes,86.42,40,Salary,179753.6,7.0,Research,Female,Married,4,20.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2752,56,7,No,40.76,40,Salary,84780.8,0.1,Research,Female,Married,5,14.0,Mailed Check,Yes,"(-0.85, 95.09]"
2753,40,9,Yes,48.73,40,Salary,101358.4,56.0,Marketing,Male,Married,4,20.0,Mailed Check,Yes,"(-0.85, 95.09]"
2754,59,17,No,82.33,40,Salary,171246.4,23.0,Marketing,Female,Single,3,15.0,Mailed Check,No,"(-0.85, 95.09]"
2755,53,15,Yes,95.88,40,Salary,339240.08,63.0,Sales,Female,Divorced,3,15.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2756,21,1,Yes,17.56,40,Salary,36524.8,45.0,Sales,Female,Single,2,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
2757,56,6,Yes,92.78,40,Salary,332982.4,0.1,Information Technology,Female,Divorced,8,14.0,Mailed Check,Yes,"(-0.85, 95.09]"
2758,50,16,No,78.12,40,Salary,162489.6,9.0,Healthcare,Male,Divorced,9,15.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2759,42,4,Yes,96.62,40,Salary,200969.6,1.0,Research,Female,Divorced,9,8.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2760,43,5,Yes,31.23,40,Salary,64958.4,44.0,Information Technology,Female,Single,4,14.0,Mailed Check,Yes,"(-0.85, 95.09]"
2761,38,7,Yes,90.33,40,Salary,287595.2,47.0,Human Resources,Male,Single,1,15.0,Mailed Check,No,"(-0.85, 95.09]"
2762,55,9,No,46.56,40,Salary,96844.8,92.0,Manufacturing,Male,Single,1,23.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2763,54,20,Yes,48.84,40,Salary,101587.2,0.1,Sales,Male,Divorced,4,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
2764,33,3,Yes,27.39,40,Salary,56971.2,29.0,Marketing,Male,Divorced,2,10.0,Mailed Check,Yes,"(-0.85, 95.09]"
2765,32,9,Yes,28.29,40,Salary,58843.2,52.0,Sales,Female,Married,3,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
2766,50,20,No,36.84,40,Salary,76627.2,8.0,Sales,Female,Single,5,10.0,Mailed Check,Yes,"(-0.85, 95.09]"
2767,36,6,No,43.99,40,Salary,91499.2,250.0,Marketing,Female,Single,1,12.0,Mailed Check,No,"(190.08, 285.07]"
2768,56,9,Yes,35.68,40,Salary,74214.4,13.0,Marketing,Female,Divorced,2,7.0,Mailed Check,Yes,"(-0.85, 95.09]"
2769,52,7,No,75.11,40,Salary,156228.8,0.1,Sales,Female,Married,7,9.0,Mailed Check,Yes,"(-0.85, 95.09]"
2770,56,7,No,31.8,40,Salary,66144.0,39.0,Information Technology,Female,Divorced,9,5.0,Mailed Check,No,"(-0.85, 95.09]"
2771,61,11,Yes,38.13,40,Salary,79310.4,72.0,Manufacturing,Male,Divorced,5,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
2772,57,9,No,67.6,40,Salary,140608.0,86.0,Sales,Male,Single,8,23.0,Mailed Check,No,"(-0.85, 95.09]"
2773,42,10,No,85.28,40,Salary,177174.4,39.0,Healthcare,Female,Single,8,7.0,Mailed Check,Yes,"(-0.85, 95.09]"
2774,52,12,No,31.84,40,Salary,66227.2,23.0,Research,Male,Divorced,8,13.0,Mailed Check,No,"(-0.85, 95.09]"
2775,58,11,No,43.86,40,Salary,91228.8,30.0,Marketing,Female,Divorced,5,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
2776,26,3,No,20.35,40,Salary,42328.0,79.0,Information Technology,Female,Married,3,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
2777,52,10,Yes,59.11,40,Salary,122948.8,25.0,Human Resources,Male,Married,4,25.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2778,37,3,Yes,28.39,40,Salary,38251.2,65.0,Marketing,Male,Single,3,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
2779,38,10,No,38.62,40,Salary,80329.6,85.0,Marketing,Female,Single,6,17.0,Mailed Check,Yes,"(-0.85, 95.09]"
2780,53,13,No,31.28,40,Salary,65062.4,64.0,Information Technology,Male,Single,1,12.0,Mailed Check,Yes,"(-0.85, 95.09]"
2781,56,5,No,53.27,40,Salary,110801.6,81.0,Human Resources,Male,Divorced,2,7.0,Mailed Check,Yes,"(-0.85, 95.09]"
2782,33,6,No,27.26,40,Salary,56700.8,37.0,Research,Female,Married,2,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
2783,38,8,Yes,30.91,40,Salary,64292.8,16.0,Information Technology,Female,Single,6,9.0,Mailed Check,Yes,"(-0.85, 95.09]"
2784,44,15,Yes,87.34,40,Salary,281667.2,11.0,Sales,Female,Married,4,17.0,Mailed Check,Yes,"(-0.85, 95.09]"
2785,60,19,Yes,93.54,40,Salary,334563.2,8.0,Human Resources,Female,Single,3,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
2786,21,1,Yes,20.45,40,Salary,42536.0,0.1,Laboratory,Male,Single,2,23.0,Mailed Check,Yes,"(-0.85, 95.09]"
2787,43,2,Yes,73.5,40,Salary,152880.0,90.0,Healthcare,Female,Divorced,7,24.0,Mailed Check,Yes,"(-0.85, 95.09]"
2788,49,12,Yes,42.7,40,Salary,88816.0,0.1,Sales,Male,Single,4,9.0,Mailed Check,Yes,"(-0.85, 95.09]"
2789,45,18,Yes,73.02,40,Salary,152881.6,28.0,Human Resources,Female,Divorced,7,16.0,Mailed Check,Yes,"(-0.85, 95.09]"
2790,36,5,No,44.24,40,Salary,92033.2,33.0,Laboratory,Female,Divorced,1,10.0,Mailed Check,Yes,"(-0.85, 95.09]"
2791,40,10,No,57.63,40,Salary,133870.4,63.0,Sales,Male,Divorced,8,25.0,Mailed Check,Yes,"(-0.85, 95.09]"
2792,24,1,No,21.36,40,Salary,44428.8,37.0,Laboratory,Male,Single,1,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
2793,46,19,Yes,90.58,40,Salary,288406.4,0.1,Research,Female,Married,9,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
2794,41,8,Yes,33.51,40,Salary,40580.8,22.0,Research,Male,Married,7,11.0,Direct Deposit,No,"(-0.85, 95.09]"
2795,58,12,No,91.36,40,Salary,330028.8,0.1,Research,Female,Single,9,16.0,Mailed Check,Yes,"(-0.85, 95.09]"
2796,39,5,No,29.52,40,Salary,61401.6,77.0,Laboratory,Male,Divorced,6,16.0,Mailed Check,Yes,"(-0.85, 95.09]"
2797,58,16,Yes,69.09,40,Salary,143707.2,0.1,Research,Male,Divorced,4,5.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2798,22,1,Yes,22.1,40,Salary,45968.0,0.1,Manufacturing,Male,Single,3,13.0,Mailed Check,Yes,"(-0.85, 95.09]"
2799,56,11,No,74.93,40,Salary,155854.4,51.0,Research,Female,Single,3,15.0,Mailed Check,No,"(-0.85, 95.09]"
2800,48,9,No,33.47,40,Salary,40497.6,6.0,Research,Female,Divorced,3,22.0,Mailed Check,No,"(-0.85, 95.09]"
2801,50,18,Yes,53.71,40,Salary,111716.8,58.0,Manufacturing,Female,Single,2,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
2802,35,1,Yes,23.27,40,Salary,48401.6,32.0,Marketing,Female,Married,5,16.0,Mailed Check,Yes,"(-0.85, 95.09]"
2803,43,3,Yes,56.26,40,Salary,117020.8,52.0,Marketing,Male,Single,6,15.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2804,25,3,No,21.33,40,Salary,44075.2,0.1,Human Resources,Female,Married,3,13.0,Mailed Check,Yes,"(-0.85, 95.09]"
2805,45,20,Yes,46.46,40,Salary,96636.8,34.0,Research,Female,Divorced,3,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
2806,29,1,No,23.22,40,Salary,48297.6,33.0,Human Resources,Female,Single,1,23.0,Mailed Check,Yes,"(-0.85, 95.09]"
2807,60,17,No,70.75,40,Salary,147160.0,2.0,Research,Female,Divorced,5,5.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2808,38,7,Yes,27.79,40,Salary,57803.2,250.0,Research,Male,Divorced,3,9.0,Mailed Check,Yes,"(190.08, 285.07]"
2809,49,18,Yes,85.11,40,Salary,177028.8,0.1,Sales,Female,Single,9,13.0,Mailed Check,Yes,"(-0.85, 95.09]"
2810,35,1,No,30.49,40,Salary,63433.2,57.0,Human Resources,Female,Single,6,18.0,Mailed Check,Yes,"(-0.85, 95.09]"
2811,37,3,Yes,72.87,40,Salary,151569.6,86.0,Research,Female,Divorced,3,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
2812,21,1,Yes,17.38,40,Salary,36150.4,77.0,Manufacturing,Male,Married,1,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
2813,42,10,Yes,40.91,40,Salary,85092.8,41.0,Sales,Male,Single,4,16.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2814,30,6,No,27.89,40,Salary,58011.2,0.1,Sales,Male,Married,1,14.0,Mailed Check,Yes,"(-0.85, 95.09]"
2815,41,10,Yes,80.9,40,Salary,168272.0,0.1,Research,Male,Divorced,4,15.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2816,53,9,No,78.7,40,Salary,163696.0,56.0,Marketing,Female,Single,9,7.0,Mailed Check,No,"(-0.85, 95.09]"
2817,46,18,Yes,86.02,40,Salary,178921.6,77.0,Information Technology,Female,Single,5,24.0,Mailed Check,Yes,"(-0.85, 95.09]"
2818,61,13,Yes,38.27,40,Salary,79601.6,65.0,Information Technology,Male,Single,5,14.0,Mailed Check,Yes,"(-0.85, 95.09]"
2819,50,17,Yes,51.5,40,Salary,107120.0,22.0,Research,Male,Married,5,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
2820,21,1,Yes,22.63,40,Salary,47070.4,0.1,Research,Male,Married,2,8.0,Mailed Check,Yes,"(-0.85, 95.09]"
2821,37,8,No,27.91,40,Salary,58052.8,27.0,Marketing,Male,Single,1,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
2822,38,5,Yes,47.64,40,Salary,99091.2,63.0,Healthcare,Male,Single,4,25.0,Mailed Check,Yes,"(-0.85, 95.09]"
2823,44,10,Yes,81.62,40,Salary,169769.6,26.0,Laboratory,Female,Married,9,20.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2824,35,5,No,26.11,40,Salary,54308.8,0.1,Marketing,Male,Single,3,6.0,Mailed Check,Yes,"(-0.85, 95.09]"
2825,44,8,Yes,53.77,40,Salary,112841.6,11.0,Information Technology,Female,Single,6,11.0,Mailed Check,No,"(-0.85, 95.09]"
2826,47,17,Yes,79.89,40,Salary,166171.2,75.0,Human Resources,Female,Married,4,9.0,Mailed Check,Yes,"(-0.85, 95.09]"
2827,37,10,No,89.11,40,Salary,285348.8,0.1,Research,Female,Married,4,23.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2828,50,7,No,34.9,40,Salary,72592.0,31.0,Research,Female,Single,4,16.0,Mailed Check,Yes,"(-0.85, 95.09]"
2829,50,8,Yes,82.81,40,Salary,172244.8,9.0,Sales,Male,Divorced,4,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
2830,41,7,Yes,63.23,40,Salary,131528.4,61.0,Manufacturing,Male,Divorced,4,7.0,Mailed Check,Yes,"(-0.85, 95.09]"
2831,53,5,No,68.33,40,Salary,142835.2,48.0,Manufacturing,Female,Divorced,7,16.0,Mailed Check,Yes,"(-0.85, 95.09]"
2832,59,17,Yes,79.93,40,Salary,166254.4,31.0,Information Technology,Female,Single,5,15.0,Mailed Check,No,"(-0.85, 95.09]"
2833,36,9,Yes,90.25,40,Salary,287720.0,9.0,Research,Female,Divorced,5,7.0,Mailed Check,Yes,"(-0.85, 95.09]"
2834,52,19,Yes,52.37,40,Salary,108929.6,73.0,Human Resources,Female,Married,6,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
2835,57,11,Yes,59.57,40,Salary,123905.6,42.0,Information Technology,Female,Married,1,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
2836,39,7,Yes,28.2,40,Salary,58656.0,0.1,Research,Female,Divorced,4,19.0,Mailed Check,No,"(-0.85, 95.09]"
2837,44,10,No,61.16,40,Salary,127212.8,5.0,Laboratory,Female,Single,4,17.0,Mailed Check,Yes,"(-0.85, 95.09]"
2838,39,9,Yes,28.63,40,Salary,59550.4,33.0,Sales,Male,Divorced,6,14.0,Mailed Check,No,"(-0.85, 95.09]"
2839,54,11,No,51.02,40,Salary,106121.6,22.0,Healthcare,Female,Single,3,20.0,Mailed Check,Yes,"(-0.85, 95.09]"
2840,24,1,No,20.28,40,Salary,43374.4,40.0,Sales,Female,Married,1,22.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2841,60,19,Yes,67.72,40,Salary,140857.6,0.1,Research,Female,Single,9,21.0,Mailed Check,No,"(-0.85, 95.09]"
2842,30,5,No,28.53,40,Salary,59342.4,59.0,Laboratory,Female,Married,1,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
2843,36,1,No,40.1,40,Salary,83408.0,0.1,Marketing,Male,Divorced,5,12.0,Mailed Check,Yes,"(-0.85, 95.09]"
2844,45,5,No,31.91,40,Salary,66372.8,54.0,Research,Male,Single,3,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
2845,46,16,Yes,45.33,40,Salary,93995.2,77.0,Research,Female,Divorced,4,20.0,Mailed Check,Yes,"(-0.85, 95.09]"
2846,24,1,No,20.15,40,Salary,43312.0,88.0,Research,Male,Single,1,5.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2847,44,14,No,43.9,40,Salary,91312.0,250.0,Research,Male,Single,9,21.0,Direct Deposit,No,"(190.08, 285.07]"
2848,45,19,No,35.79,40,Salary,74443.2,250.0,Research,Female,Married,1,22.0,Mailed Check,Yes,"(190.08, 285.07]"
2849,54,14,No,61.43,40,Salary,127774.4,52.0,Human Resources,Male,Single,1,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
2850,22,1,Yes,22.48,40,Salary,46758.4,60.0,Manufacturing,Male,Married,1,20.0,Direct Deposit,No,"(-0.85, 95.09]"
2851,40,7,No,65.1,40,Salary,135408.0,16.0,Sales,Female,Single,5,21.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2852,34,1,Yes,23.32,40,Salary,48505.6,28.0,Human Resources,Female,Divorced,2,23.0,Mailed Check,Yes,"(-0.85, 95.09]"
2853,44,5,No,88.28,40,Salary,283414.4,48.0,Marketing,Female,Married,8,19.0,Mailed Check,Yes,"(-0.85, 95.09]"
2854,45,15,Yes,33.44,40,Salary,69555.2,0.1,Laboratory,Female,Divorced,9,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
2855,52,15,Yes,89.15,40,Salary,285432.0,65.0,Sales,Female,Married,4,14.0,Mailed Check,Yes,"(-0.85, 95.09]"
2856,33,1,No,30.93,40,Salary,64334.4,72.0,Marketing,Female,Married,5,20.0,Mailed Check,Yes,"(-0.85, 95.09]"
2857,41,6,Yes,42.59,40,Salary,88587.2,0.1,Research,Male,Divorced,2,8.0,Mailed Check,Yes,"(-0.85, 95.09]"
2858,34,5,No,27.65,40,Salary,57512.0,22.0,Laboratory,Male,Divorced,2,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
2859,43,6,No,43.86,40,Salary,91228.8,75.0,Research,Female,Single,8,16.0,Mailed Check,No,"(-0.85, 95.09]"
2860,59,18,No,48.24,40,Salary,100339.2,31.0,Sales,Female,Single,6,14.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2861,61,20,Yes,66.3,40,Salary,137904.0,62.0,Marketing,Male,Divorced,8,23.0,Mailed Check,Yes,"(-0.85, 95.09]"
2862,23,1,No,22.34,40,Salary,46467.2,46.0,Healthcare,Male,Single,2,18.0,Mailed Check,Yes,"(-0.85, 95.09]"
2863,40,7,No,97.72,40,Salary,203257.6,75.0,Research,Female,Married,1,20.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2864,58,17,No,44.56,40,Salary,92684.8,46.0,Marketing,Female,Divorced,7,18.0,Mailed Check,Yes,"(-0.85, 95.09]"
2865,59,20,No,81.09,40,Salary,168667.2,65.0,Research,Female,Married,2,13.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2866,48,20,No,50.62,40,Salary,105289.6,51.0,Research,Female,Married,2,18.0,Mailed Check,Yes,"(-0.85, 95.09]"
2867,59,12,No,69.7,40,Salary,144976.0,30.0,Marketing,Male,Married,2,9.0,Mailed Check,Yes,"(-0.85, 95.09]"
2868,42,2,Yes,58.79,40,Salary,122283.2,67.0,Sales,Female,Divorced,2,15.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2869,58,5,No,87.79,40,Salary,282603.2,0.1,Manufacturing,Female,Divorced,3,8.0,Mailed Check,Yes,"(-0.85, 95.09]"
2870,57,13,No,40.73,40,Salary,84728.4,26.0,Sales,Male,Divorced,4,24.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2871,59,14,Yes,57.89,40,Salary,120411.2,62.0,Healthcare,Male,Single,9,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
2872,32,7,No,28.28,40,Salary,58614.4,77.0,Sales,Female,Single,3,5.0,Mailed Check,Yes,"(-0.85, 95.09]"
2873,37,10,Yes,58.55,40,Salary,121784.0,86.0,Human Resources,Female,Married,5,11.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2874,59,15,No,44.85,40,Salary,93288.0,62.0,Human Resources,Male,Divorced,2,23.0,Mailed Check,Yes,"(-0.85, 95.09]"
2875,48,12,No,73.1,40,Salary,152048.0,42.0,Marketing,Male,Divorced,4,5.0,Mailed Check,Yes,"(-0.85, 95.09]"
2876,24,1,No,21.78,40,Salary,45302.4,6.0,Manufacturing,Female,Married,3,11.0,Direct Deposit,No,"(-0.85, 95.09]"
2877,57,9,Yes,56.56,40,Salary,117644.8,45.0,Manufacturing,Female,Married,9,8.0,Mailed Check,Yes,"(-0.85, 95.09]"
2878,50,20,Yes,60.58,40,Salary,126006.4,12.0,Manufacturing,Female,Divorced,7,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
2879,40,9,No,95.34,40,Salary,338307.2,20.0,Research,Female,Divorced,6,9.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2880,39,1,No,33.49,40,Salary,69659.2,17.0,Manufacturing,Male,Single,4,21.0,Mailed Check,Yes,"(-0.85, 95.09]"
2881,43,6,No,68.17,40,Salary,141793.6,0.1,Sales,Female,Divorced,4,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
2882,37,8,No,29.13,40,Salary,60590.4,60.0,Information Technology,Female,Married,4,7.0,Mailed Check,Yes,"(-0.85, 95.09]"
2883,49,7,Yes,90.36,40,Salary,287948.8,48.0,Manufacturing,Female,Divorced,5,22.0,Mailed Check,Yes,"(-0.85, 95.09]"
2884,39,8,Yes,30.21,40,Salary,62836.8,42.0,Research,Female,Divorced,3,7.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2885,60,11,Yes,66.81,40,Salary,138964.8,28.0,Marketing,Female,Divorced,2,5.0,Mailed Check,Yes,"(-0.85, 95.09]"
2886,42,10,No,77.42,40,Salary,161033.6,0.1,Information Technology,Male,Divorced,2,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
2887,43,2,Yes,97.74,40,Salary,203299.2,0.1,Sales,Female,Single,2,5.0,Mailed Check,No,"(-0.85, 95.09]"
2888,56,5,No,39.78,40,Salary,82742.4,8.0,Information Technology,Female,Married,3,20.0,Mailed Check,Yes,"(-0.85, 95.09]"
2889,54,7,Yes,43.67,40,Salary,90833.6,41.0,Information Technology,Male,Married,4,21.0,Mailed Check,Yes,"(-0.85, 95.09]"
2890,39,1,Yes,71.33,40,Salary,148366.4,66.0,Research,Female,Single,6,5.0,Mailed Check,Yes,"(-0.85, 95.09]"
2891,57,20,No,91.05,40,Salary,289384.0,40.0,Information Technology,Male,Married,1,23.0,Mailed Check,Yes,"(-0.85, 95.09]"
2892,29,5,Yes,23.46,40,Salary,48796.8,250.0,Human Resources,Female,Divorced,2,16.0,Mailed Check,Yes,"(190.08, 285.07]"
2893,54,9,No,69.31,40,Salary,144164.8,78.0,Human Resources,Female,Divorced,5,20.0,Mailed Check,Yes,"(-0.85, 95.09]"
2894,21,1,Yes,22.46,40,Salary,46716.8,87.0,Information Technology,Male,Single,3,16.0,Mailed Check,Yes,"(-0.85, 95.09]"
2895,32,6,Yes,24.0,40,Salary,49920.0,28.0,Manufacturing,Female,Single,2,23.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2896,43,2,No,59.25,40,Salary,123240.0,93.0,Sales,Female,Single,4,25.0,Mailed Check,Yes,"(-0.85, 95.09]"
2897,36,10,Yes,74.44,40,Salary,154835.2,0.1,Research,Female,Divorced,6,22.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2898,57,7,Yes,42.07,40,Salary,87505.6,33.0,Sales,Male,Married,4,8.0,Mailed Check,Yes,"(-0.85, 95.09]"
2899,46,12,Yes,77.85,40,Salary,163328.0,29.0,Marketing,Female,Single,5,13.0,Mailed Check,Yes,"(-0.85, 95.09]"
2900,43,4,No,66.16,40,Salary,137612.8,42.0,Marketing,Female,Married,8,9.0,Mailed Check,Yes,"(-0.85, 95.09]"
2901,58,6,Yes,94.64,40,Salary,336851.2,39.0,Sales,Female,Married,3,12.0,Mailed Check,Yes,"(-0.85, 95.09]"
2902,42,1,Yes,55.77,40,Salary,116001.6,0.1,Marketing,Female,Single,4,16.0,Mailed Check,Yes,"(-0.85, 95.09]"
2903,43,5,Yes,33.41,40,Salary,40372.8,70.0,Marketing,Female,Divorced,4,18.0,Mailed Check,Yes,"(-0.85, 95.09]"
2904,60,12,Yes,48.77,40,Salary,101441.6,35.0,Healthcare,Female,Divorced,8,18.0,Mailed Check,Yes,"(-0.85, 95.09]"
2905,49,13,No,91.77,40,Salary,330881.6,56.0,Research,Male,Divorced,4,8.0,Mailed Check,Yes,"(-0.85, 95.09]"
2906,35,10,Yes,28.93,40,Salary,60174.4,29.0,Research,Female,Divorced,6,6.0,Mailed Check,Yes,"(-0.85, 95.09]"
2907,42,5,No,71.07,40,Salary,147825.6,66.0,Information Technology,Female,Divorced,8,18.0,Mailed Check,Yes,"(-0.85, 95.09]"
2908,50,20,Yes,85.13,40,Salary,177070.4,51.0,Sales,Male,Married,4,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
2909,52,19,Yes,55.85,40,Salary,116168.0,13.0,Information Technology,Male,Married,7,15.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2910,47,20,Yes,45.71,40,Salary,95076.8,0.1,Laboratory,Male,Divorced,9,23.0,Mailed Check,Yes,"(-0.85, 95.09]"
2911,46,16,Yes,35.1,40,Salary,73008.0,17.0,Sales,Female,Single,4,17.0,Mailed Check,Yes,"(-0.85, 95.09]"
2912,46,20,No,35.28,40,Salary,73174.4,43.0,Sales,Female,Single,3,13.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2913,61,9,No,33.6,40,Salary,40768.0,0.1,Information Technology,Male,Married,8,23.0,Mailed Check,Yes,"(-0.85, 95.09]"
2914,48,7,No,81.08,40,Salary,168646.4,6.0,Marketing,Male,Married,1,18.0,Mailed Check,Yes,"(-0.85, 95.09]"
2915,30,6,Yes,25.17,40,Salary,52353.6,75.0,Sales,Male,Divorced,3,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
2916,59,12,Yes,44.69,40,Salary,92955.2,69.0,Marketing,Male,Married,8,24.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2917,38,2,No,34.74,40,Salary,72259.2,0.1,Research,Male,Married,4,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
2918,43,7,No,76.87,40,Salary,159889.6,34.0,Laboratory,Female,Single,1,15.0,Mailed Check,Yes,"(-0.85, 95.09]"
2919,41,6,Yes,42.8,40,Salary,89024.0,45.0,Sales,Male,Single,6,10.0,Mailed Check,Yes,"(-0.85, 95.09]"
2920,50,16,No,96.33,40,Salary,200075.2,0.1,Sales,Female,Divorced,7,8.0,Mailed Check,Yes,"(-0.85, 95.09]"
2921,25,3,Yes,17.52,40,Salary,36441.6,50.0,Research,Female,Single,1,16.0,Mailed Check,Yes,"(-0.85, 95.09]"
2922,60,19,Yes,87.97,40,Salary,282977.6,91.0,Healthcare,Female,Married,1,14.0,Direct Deposit,Yes,"(-0.85, 95.09]"
2923,42,8,Yes,35.84,40,Salary,74547.2,0.1,Manufacturing,Male,Divorced,2,24.0,Mailed Check,Yes,"(-0.85, 95.09]"
2924,44,7,No,79.45,40,Salary,165256.0,27.0,Research,Female,Married,3,23.0,Mailed Check,Yes,"(-0.85, 95.09]"
2925,37,1,No,31.7,40,Salary,65936.0,62.0,Manufacturing,Female,Single,5,11.0,Mailed Check,Yes,"(-0.85, 95.09]"
2926,39,5,No,58.35,40,Salary,121368.0,0.1,Information Technology,Female,Married,6,23.0,Mailed Check,Yes,"(-0.85, 95.09]"
